011060	03000
011060	22000
011060	22000
011060	22000
011060	00780
011060	07500
011060	22000
011060	03000
011060	03000
011060	00780
011060	03000
011060	03000
011060	07500
011060	22000
011060	07500
011060	00780
011060	00780
011060	03000
011060	22000
011060	03000
011060	07500
011060	01230
011060	22000
011060	22000
011060	07500
011060	03000
011060	22000
011060	22000
011060	22000
011060	22000
011060	01230
011060	03000
011060	22000
011060	22000
011060	22000
011060	22000
011060	07500
011060	22000
011060	03000
011060	03000
011060	00780
011060	03000
011060	00780
011060	00780
011060	00780
011060	03000
011060	03000
011060	03000
011060	03000
011060	00780
011060	03000
011060	03000
011060	03000
011060	01230
011060	03000
011060	03000
011060	03000
011060	22000
011060	03000
011060	22000
011060	07500
011060	22000
011060	01230
011060	00780
011060	07500
011060	03000
011060	03000
011060	22000
011060	03000
011060	01230
011060	01500
011060	22000
011060	07500
011060	01230
011060	22000
011060	22000
011060	01230
011060	03000
011060	03000
011060	00780
011060	03000
011060	22000
011060	00450
011060	07500
011060	03000
011060	03000
011060	00450
011060	00780
011060	22000
011060	22000
011060	22000
011060	22000
011060	22000
011060	22000
011060	22000
011060	22000
011060	01230
011060	22000
011060	00060
011060	07500
011060	22000
011060	03000
011060	00780
011060	03000
011060	07500
011060	22000
011060	00780
011060	03000
011060	22000
011060	01230
011060	07500
011060	07500
011060	03000
011060	03000
011060	22000
011060	22000
011060	22000
011060	22000
011060	22000
011060	22000
011060	07500
011060	22000
011060	22000
011060	03000
011060	03000
011060	01230
011060	00015
011060	07500
011060	00780
011060	00780
011060	22000
011060	03000
011060	03000
011060	01230
011060	22000
011060	22000
011060	22000
011060	22000
011060	22000
011060	22000
011060	01230
011060	22000
011060	00240
011060	03000
011060	03000
011060	03000
011060	22000
011060	22000
011060	07500
011060	22000
011060	22000
011060	22000
011060	00450
011060	00450
011060	22000
011060	22000
011060	22000
011060	00780
011060	03000
011060	03000
011060	22000
011060	03000
011060	22000
011060	22000
011060	22000
011060	22000
011060	03000
011060	00780
011060	03000
011060	03000
011060	22000
011060	22000
011060	22000
011060	22000
011060	22000
011060	22000
011060	22000
011060	22000
011060	22000
011060	22000
011060	22000
011060	22000
011060	22000
011060	22000
011060	00450
011060	00450
011060	03000
011060	03000
011060	03000
011060	22000
011060	00780
011060	00780
011060	00780
011060	00450
011060	00240
011060	00450
011060	00780
011060	22000
011060	00780
011060	00780
011060	22000
011060	03000
011060	07500
011060	22000
011060	03000
011060	03000
011060	01230
011060	22000
011060	03000
011060	00450
011060	03000
011060	03000
011060	01230
011060	03000
011060	00780
011060	03000
011060	01500
011060	22000
011060	07500
011060	22000
011060	00780
011060	07500
011060	22000
011060	00780
011060	00450
011060	22000
011060	00780
011060	03000
011060	03000
011060	03000
011060	03000
011060	03000
011060	07500
011060	22000
011060	03000
011060	22000
011060	07500
011060	22000
011060	03000
011060	03000
011060	03000
011060	03000
011060	03000
011060	00780
011060	03000
011060	01230
012620	03000
012620	03000
012620	07500
012620	07500
012620	00450
012620	03000
012620	03000
012620	22000
012620	00450
012620	03000
012620	00240
012620	22000
012620	22000
012620	22000
012620	03000
012620	00240
012620	03000
012620	03000
012620	00450
012620	00450
012620	03000
012620	03000
012620	22000
012620	22000
012620	22000
012620	03000
012620	00240
012620	03000
012620	03000
012620	03000
012620	03000
012620	22000
012620	03000
012620	00450
012620	22000
012620	01230
012620	22000
012620	00150
012620	03000
012620	00450
012620	01500
012620	00150
012620	03000
012620	03000
012620	00060
012620	00060
012620	07500
012620	03000
012620	00240
012620	07500
012620	22000
012620	03000
012620	03000
012620	00015
012620	22000
012620	00060
012620	00150
012620	03000
012620	00150
012620	03000
012620	03000
012620	22000
012620	22000
012620	03000
012620	03000
012620	22000
012620	22000
012620	03000
012620	03000
012620	03000
012620	03000
012620	22000
012620	00150
012620	03000
012620	03000
012620	00450
012620	03000
012620	03000
012620	22000
012620	00150
012620	03000
012620	22000
012620	22000
012620	03000
012620	03000
012620	03000
012620	03000
012620	00240
012620	03000
012620	03000
012620	22000
012620	22000
012620	00450
012620	03000
012620	22000
012620	22000
012620	22000
012620	00015
012620	00240
012620	03000
012620	00015
012620	22000
012620	22000
012620	22000
012620	22000
012620	22000
012620	22000
012620	22000
012620	00450
012620	03000
012620	00240
012620	22000
012620	00240
012620	03000
012620	22000
012620	03000
012620	03000
012620	00060
012620	03000
012620	22000
012620	03000
012620	22000
012620	22000
012620	22000
012620	03000
012620	00240
012620	00240
012620	03000
012620	22000
012620	03000
012620	03000
012620	22000
012620	22000
012620	00240
012620	00150
012620	03000
012620	22000
012620	22000
012620	03000
012620	03000
012620	03000
012620	03000
012620	00450
014030	22000
014030	22000
014030	00780
014030	00780
014030	22000
014030	00780
014030	01230
014030	00780
014030	00780
014030	01500
014030	22000
014030	22000
014030	22000
014030	22000
014030	22000
014030	00780
014030	22000
014030	00780
014030	22000
014030	01230
014030	22000
014030	22000
014030	22000
014030	22000
014030	00780
014030	00780
014030	22000
014030	00780
014030	01500
014030	22000
014030	00780
014030	22000
014030	22000
014030	00780
014030	00780
014030	00780
014030	00780
014030	00780
014030	01500
014030	00780
014030	00780
014030	00780
014030	00780
014030	22000
014030	00780
014030	01230
014030	01500
014030	00780
014030	00780
014030	01500
014030	01500
014030	22000
014030	01500
014030	22000
014030	22000
014030	22000
014030	01500
014030	00780
014030	00780
014030	00780
014030	22000
014030	22000
014030	22000
014030	22000
014030	22000
014030	22000
014030	00780
014030	00780
014030	00780
014030	22000
014030	22000
014030	00780
014030	00780
014030	22000
014030	22000
014030	01230
014030	22000
014030	00780
014030	22000
014030	00780
014030	22000
014030	01230
014030	00780
014030	22000
014030	01230
014030	00780
014030	01230
014030	22000
014030	22000
014030	00780
014030	22000
014030	00780
014030	00780
014030	00780
014030	00780
014030	00780
014030	01500
014030	22000
014030	22000
014030	22000
014030	00780
014030	00780
014030	00780
014030	01500
014030	22000
014030	22000
014030	22000
014030	00780
014030	00780
014030	00780
014030	00780
014030	22000
014030	22000
014030	22000
014030	00780
014030	01230
014030	00780
014030	01500
014030	00780
014030	00780
014030	00780
014030	00780
014030	00780
014030	22000
014030	22000
014030	00780
014030	22000
014030	01230
014030	00780
014030	01230
014030	01230
014030	00780
014030	00780
014030	00780
014030	22000
014030	22000
014030	22000
014030	01230
014030	00780
014030	00780
014030	00780
014030	22000
014030	00780
014030	22000
014030	01230
014030	00780
014030	01230
014030	00780
014030	00780
014030	00780
014030	01230
014030	22000
014030	00780
014030	22000
014030	00780
014030	22000
014030	22000
014030	22000
014030	22000
014030	01500
014030	01500
014030	00780
014030	22000
014030	22000
014030	00780
014030	01500
014030	01500
014030	01500
014030	01500
014030	00780
014030	00780
014030	01500
014030	22000
014030	22000
014030	00780
014030	22000
014030	22000
014030	01230
014030	22000
014030	22000
014030	00780
014030	01500
